MouseID	MouseID_2	CageNr	Takedown	Takedown_order	Promethion_Position	Promethion_Cabinet	Category	Sex	Batch	DOB	Litter	T0_Date	T0_time	T0_DayPI	T0_weight	T0_leanmass	T0_leanperc	T0_fatmass	T0_fatperc	T0_Fwater	T0_Twater	T1_Date	T1_time	T1_DayPI	T1_weight	T2_Date	T2_time	T2_DayPI	T2_weight	T3_Date	T3_time	T3_DayPI	T3_weight	T4_Date	T4_DayPI	T4_time	T4_weight	T4_fatmass	T4_fatperc	T4_leanmass	T4_leanperc	T4_Fwater	T4_Twater	T5_Date	T5_time	T5_DayPI	Promethion_Comments_mouse	Promethion_Comments_for _all	T6_Date	T6_fasting_start	T6_takedown_time	T6_DayPI	T6_weight	T6_fatmass	T6_fatperc	T6_leanmass	T6_leanperc	T6_Fwater	T6_Twater	Spilled_Food_cage	Feces_cage	Promethion_weight	qPCR_Cmin_per_gCC	bombcal_thawed_sample_mass	bombcal_Dry_sample_mass	bombcal_Burned_sample_mass	bombcal_Calorific_Value	Comment_all
6486	Live_fB6_C1M1	Live_fb6c1	D	7	4	1	Live	F	fB6	28.06.2021	N	04.08.2021	17:35	0	25.81	20.13	77.99302596	4.32	16.73769857	0.02	18.01	11.08.2021	13:36	7	27.33	18.08.2021	09:54	14	30.37	25.08.2021	09:15	21	32.7	28.08.2021	24	08:43	32.9	7.3	22.18844985	24.89	75.65349544	0.32	21.71	29.08.2021	07:47	25	NA	NA	01.09.2021	08:30	13:18	28	30.75	5.68	18.47154472	24.56	79.8699187	0.33	21.54	33.34	2.532	30.62673	10087719	NA	NA	NA	NA	NA
6473	Live_fB6_C1M2	Live_fb6c1	C	2	2	1	Live	F	fB6	22.06.2021	P	04.08.2021	17:31	0	24.28	19.33	79.61285008	3.84	15.815486	0.17	16.97	11.08.2021	13:36	7	24.89	18.08.2021	09:54	14	27.98	25.08.2021	09:15	21	28.01	28.08.2021	24	08:46	28.26	3.57	12.63269639	23.68	83.79334749	0.05	20.96	29.08.2021	07:47	25	NA	NA	01.09.2021	07:16	12:20	28	26.38	2.33	8.832448825	23.49	89.04473086	0.14	20.78	21.48	2.658	26.753	10554090	NA	NA	NA	NA	NA
6485	Live_fB6_C1M3	Live_fb6c1	C	10	6	1	Live	F	fB6	23.06.2021	Q	04.08.2021	17:33	0	27.64	21.56	78.00289436	5.31	19.21128799	0	19.06	11.08.2021	13:36	7	28.21	18.08.2021	09:54	14	30.72	25.08.2021	09:15	21	33.24	28.08.2021	24	08:50	33.92	9.09	26.79834906	24.02	70.81367925	0.25	21.16	29.08.2021	07:47	25	NA	NA	01.09.2021	09:30	14:20	28	32.86	8.03	24.43700548	24.42	74.31527693	0	21.91	31.02	3.364	33.11313	12246777	NA	NA	NA	NA	NA
6477	Live_fB6_C1M4	Live_fb6c1	D	13	5	1	Live	F	fB6	22.06.2021	O	04.08.2021	17:36	0	29.67	21.99	74.11526795	6.38	21.50320189	0	19.4	11.08.2021	13:36	7	30.63	18.08.2021	09:54	14	33.76	25.08.2021	09:15	21	37	28.08.2021	24	08:53	39.11	9.72	24.85297878	28.08	71.79749425	0.18	25.01	29.08.2021	07:47	25	NA	NA	01.09.2021	10:16	14:51	28	35.46	7.98	22.50423012	26.81	75.60631698	0.17	23.7	26.78	2.891	36.07291	0	NA	NA	NA	NA	NA
6475	Live_fB6_C2M1	Live_fb6c2	D	1	16	2	Live	F	fB6	22.06.2021	O	04.08.2021	17:19	0	26.78	20.25	75.61613144	5.38	20.08961912	0	17.68	11.08.2021	14:10	7	28.04	18.08.2021	10:28	14	29.26	25.08.2021	09:42	21	31.34	28.08.2021	24	08:09	32.62	7.02	21.52053955	24.4	74.80073574	0.44	21.74	29.08.2021	07:47	25	NA	NA	01.09.2021	07:01	12:06	28	30.3	5.18	17.09570957	24.43	80.62706271	0	21.64	29.13	2.611	31.25969	11018519	NA	NA	NA	NA	NA
6481	Live_fB6_C2M2	Live_fb6c2	C	14	10	2	Live	F	fB6	28.06.2021	N	04.08.2021	17:20	0	26.35	20.13	76.39468691	4.95	18.78557875	0.26	17.94	11.08.2021	14:10	7	27.44	18.08.2021	10:28	14	28.86	25.08.2021	09:42	21	30.48	28.08.2021	24	08:14	31.7	8.38	26.43533123	22.78	71.86119874	0	20	29.08.2021	07:47	25	NA	NA	01.09.2021	10:30	14:49	28	30.87	7.28	23.58276644	23.42	75.86653709	0.21	20.59	8.93	2.877	31.16971	18256014	NA	NA	NA	NA	NA
6487	Live_fB6_C2M3	Live_fb6c2	C	4	13	2	Live	F	fB6	22.06.2021	P	04.08.2021	17:18	0	26.78	21.21	79.20089619	4.47	16.69156087	0.01	18.81	11.08.2021	14:10	7	26.86	18.08.2021	10:28	14	28.29	25.08.2021	09:42	21	29.42	28.08.2021	24	08:18	30.42	4.71	15.48323471	24.52	80.60486522	0.26	21.53	29.08.2021	07:47	25	NA	NA	01.09.2021	07:46	12:44	28	28.78	3.86	13.41209173	24.4	84.78109798	0.14	21.23	40.26	2.461	28.93368	13111111	NA	NA	NA	NA	NA
6479	Live_fB6_C2M4	Live_fb6c2	D	11	12	2	Live	F	fB6	23.06.2021	Q	04.08.2021	17:21	0	26.89	20.67	76.86872443	5.22	19.41242097	0.42	17.85	11.08.2021	14:10	7	27.95	18.08.2021	10:28	14	30.08	25.08.2021	09:42	21	32.08	28.08.2021	24	08:21	33.59	8.25	24.56088121	24.67	73.44447752	0.03	21.79	29.08.2021	07:47	25	NA	NA	01.09.2021	09:46	14:29	28	31.92	7.44	23.30827068	24.21	75.84586466	0	20.98	44.55	2.663	31.95572	9428452	NA	NA	NA	NA	NA
6178	Killed_mB1C1M	Killed_mb1c1	D	15	11	2	Killed	M	mB1	01.05.2020	A	10.06.2020	12:41	0	32.53	28.28	86.9351368	3.73	11.46633876	0	24.64	17.06.2020	11:06	7	36.66	24.06.2020	09:19	14	39.73	01.07.2020	10:23	21	41	05.07.2020	25	07:00	42.09	8.73	20.74126871	33.02	78.45093847	0.11	28.45	NA	NA	NA	NA	"05.07.2020: started recording at 07:03, finished transfer at 09:03, finished adjusting zbb at 09:45, switched water bottle in cage 16 at 09:55"	08.07.2020	11:01	15:43	28	40.99	NA	NA	NA	NA	NA	NA	4.16	2.85	40.81382	22133333	2.8483	2.8469	0.9313	15646	NA
6291	Killed_mB1C2M	Killed_mb1c2	C	2	14	2	Killed	M	mB1	08.05.2020	B	10.06.2020	12:39	0	30.25	26.28	86.87603306	3.27	10.80991736	0.1	23.32	17.06.2020	10:21	7	33.55	24.06.2020	10:08	14	37	01.07.2020	11:18	21	38.65	05.07.2020	25	07:00	39.55	6.56	16.58659924	32.36	81.8204804	0.2	28.14	NA	NA	NA	NA	05.07.2020 checked cage 16 at 17:55-18:00 because of weird water measurements (bottle still full)	08.07.2020	07:15	12:16	28	38.86	NA	NA	NA	NA	NA	NA	35.88	3.45	39.42815	813008	3.4539	3.4455	0.9304	15916	NA
6181	Killed_mB1C3M	Killed_mb1c3	D	5	5	1	Killed	M	mB1	01.05.2020	A	10.06.2020	12:41	0	32.12	26.85	83.59277709	4.02	12.51556663	0.24	23.57	17.06.2020	11:35	7	35.82	24.06.2020	09:47	14	38.82	01.07.2020	10:58	21	40.53	05.07.2020	25	07:00	41.21	8.84	21.4511041	31.92	77.45692793	0.03	27.44	NA	NA	NA	NA	"06.07.2020 checked mice at 10:25 - 10:30: had to remove bedding in cage 1 + 2+ 3+ 4+ 8 (mice were building extreme nests above x axis beams), disturbed every cage a bit to keep the stress equal"	08.07.2020	08:01	12:57	28	40.54	NA	NA	NA	NA	NA	NA	6.79	3.15	41.17127	20185185	3.1461	3.137	0.9615	15707	NA
6191	Killed_mB1C4M	Killed_mb1c4	D	11	7	1	Killed	M	mB1	03.05.2020	C	10.06.2020	12:40	0	29.53	25.04	84.7951236	3.74	12.66508635	0.1	22.08	17.06.2020	10:56	7	34	24.06.2020	10:45	14	36.63	01.07.2020	11:32	21	38.39	05.07.2020	25	07:00	38.68	7.18	18.56256463	30.77	79.55015512	0.08	26.13	NA	NA	NA	NA	06.07.2020 adjusted lid in cage 16 (it was slightly tiled -> resulted in weird water measurrements) at 15:39 - 15:45	08.07.2020	09:59	14:54	28	38	NA	NA	NA	NA	NA	NA	57.21	2.94	37.85902	23823529	2.9353	2.9166	0.9065	15850	NA
6180	Killed_mB1C5M	Killed_mb1c5	C	14	4	1	Killed	M	mB1	01.05.2020	A	10.06.2020	13:01	0	32.84	27.62	84.1047503	4.51	13.73325213	0.17	23.9	17.06.2020	10:37	7	35.72	24.06.2020	09:36	14	38.25	01.07.2020	11:07	21	39.11	05.07.2020	25	07:00	39.68	8.39	21.14415323	30.76	77.52016129	0.1	26.32	NA	NA	NA	had to remove bedding on Day 26	07.07.2020 checked mice at 13:05-13:10	08.07.2020	10:46	15:23	28	38.82	NA	NA	NA	NA	NA	NA	4.29	2.72	38.48237	23903509	2.7255	2.5894	0.9152	15767	NA
6189	Killed_mB1C6M	Killed_mb1c6	D	1	16	2	Killed	M	mB1	03.05.2020	C	10.06.2020	12:59	0	30.35	25.88	85.27182867	3.72	12.25700165	0.11	22.58	17.06.2020	10:01	7	34.56	24.06.2020	10:20	14	37.15	01.07.2020	10:10	21	39.79	05.07.2020	25	07:00	41.25	8.94	21.67272727	31.75	76.96969697	0.14	27.25	NA	NA	NA	NA	NA	08.07.2020	07:00	12:02	28	39.67	NA	NA	NA	NA	NA	NA	6.84	2.98	39.75014	928270	2.9778	2.9627	0.8819	15577	NA
6190	Killed_mB1C7M	Killed_mb1c7	C	4	15	2	Killed	M	mB1	03.05.2020	C	10.06.2020	12:57	0	31.6	26.3	83.2278481	4.45	14.08227848	0.03	22.84	17.06.2020	10:43	7	34.99	24.06.2020	10:33	14	37.94	01.07.2020	10:47	21	39.8	05.07.2020	25	07:00	41.28	8.61	20.85755814	32.27	78.17344961	0.13	27.77	NA	NA	NA	NA	NA	08.07.2020	07:46	12:40	28	39.97	NA	NA	NA	NA	NA	NA	5.78	2.84	40.31365	40040650	2.8428	2.8286	0.9628	15829	NA
6294	Killed_mB1C8M	Killed_mb1c8	C	10	2	1	Killed	M	mB1	08.05.2020	B	10.06.2020	12:58	0	27.67	24.7	89.26635345	2.52	9.107336465	0.08	21.9	17.06.2020	11:14	7	31.57	24.06.2020	09:59	14	35.14	01.07.2020	10:33	21	37.77	05.07.2020	25	07:00	38.41	5.64	14.68367613	32.13	83.65009112	0.16	27.61	NA	NA	NA	had to remove bedding on Day 26	NA	08.07.2020	09:46	14:48	28	36.78	NA	NA	NA	NA	NA	NA	79.03	2.7	36.48348	24029851	2.7006	2.6998	0.9696	15918	Not fasted
6188	Live_mB1C1M	Live_mb1c1	D	13	12	2	Live	M	mB1	03.05.2020	C	10.06.2020	12:52	0	32.82	27.68	84.33881779	4	12.18769043	0.26	24.57	17.06.2020	11:25	7	36.5	24.06.2020	10:13	14	40.63	01.07.2020	11:13	21	41.76	05.07.2020	25	07:00	43.18	8.14	18.85132006	33.49	77.55905512	0.3	27.86	NA	NA	NA	NA	NA	08.07.2020	10:31	15:15	28	41.98	NA	NA	NA	NA	NA	NA	4.39	3.33	41.27358	12479675	3.3462	3.3053	0.8852	15860	NA
6293	Live_mB1C2M	Live_mb1c2	C	12	10	2	Live	M	mB1	08.05.2020	B	10.06.2020	12:53	0	30.05	26.66	88.718802	2.69	8.951747088	0.29	23.03	17.06.2020	11:00	7	34.69	24.06.2020	10:49	14	37.96	01.07.2020	10:40	21	40.55	05.07.2020	25	07:00	41.42	7.47	18.03476581	33.19	80.1303718	0	28.1	NA	NA	NA	NA	NA	08.07.2020	10:16	15:00	28	40.35	NA	NA	NA	NA	NA	NA	19.81	2.96	40.31096	23333333	2.9595	2.933	0.893	15980	NA
6193	Live_mB1C3M	Live_mb1c3	D	9	3	1	Live	M	mB1	03.05.2020	C	10.06.2020	12:52	0	30.77	26.52	86.1878453	3.58	11.63470913	0.64	23.11	17.06.2020	11:10	7	34.11	24.06.2020	10:04	14	37.42	01.07.2020	10:53	21	37.52	05.07.2020	25	07:00	38.65	5.74	14.85122898	31.22	80.77619664	0.19	26.55	NA	NA	NA	had to remove bedding on Day 26	NA	08.07.2020	09:30	14:27	28	37.19	NA	NA	NA	NA	NA	NA	31.05	2.73	37.02827	25652174	2.7327	2.7144	0.884	16212	NA
6183	Live_mB1C4M	Live_mb1c4	C	6	8	1	Live	M	mB1	01.05.2020	A	10.06.2020	12:51	0	28.75	24.94	86.74782609	3.45	12	0.19	20.9	17.06.2020	10:49	7	31.31	24.06.2020	10:41	14	33.44	01.07.2020	11:37	21	34.92	05.07.2020	25	07:00	36.86	7.35	19.9403147	29.02	78.73033098	0.03	24.94	NA	NA	NA	had to remove bedding on Day 26	NA	08.07.2020	08:15	13:03	28	35.42	NA	NA	NA	NA	NA	NA	19.05	2.63	NA	29422222	2.6267	2.6038	0.9276	15619	NA
6179	Live_mB1C5M	Live_mb1c5	C	8	13	2	Live	M	mB1	01.05.2020	A	10.06.2020	12:49	0	32.67	28.16	86.1952862	3.76	11.50902969	0.03	24.45	17.06.2020	10:12	7	36.85	24.06.2020	09:29	14	39.63	01.07.2020	10:18	21	40.88	05.07.2020	25	07:00	41.75	9.49	22.73053892	31.56	75.59281437	0.35	27.23	NA	NA	NA	NA	NA	08.07.2020	08:45	13:32	28	40.15	NA	NA	NA	NA	NA	NA	10.52	2.88	41.42831	22602740	2.8834	2.8665	0.9217	15949	NA
6292	Live_mB1C6M	Live_mb1c6	D	3	1	1	Live	M	mB1	08.05.2020	B	10.06.2020	12:48	0	30.54	26.87	87.98297315	3.23	10.57629339	0.17	23.14	17.06.2020	11:20	7	35.17	24.06.2020	10:24	14	38.9	01.07.2020	11:02	21	41.38	05.07.2020	25	07:00	41.69	6.69	16.04701367	33.99	81.53034301	0.08	28.66	NA	NA	NA	had to remove bedding on Day 26	NA	08.07.2020	07:29	12:28	28	41.38	NA	NA	NA	NA	NA	NA	1.41	2.98	39.31724	35802469	2.9804	2.9591	0.9182	15969	NA
6182	Live_mB1C7M	Live_mb1c7	C	16	9	2	Live	M	mB1	01.05.2020	A	10.06.2020	12:47	0	31.51	27.53	87.36908918	3.21	10.18724215	0.12	23.49	17.06.2020	10:30	7	35.77	24.06.2020	09:41	14	38.02	01.07.2020	11:24	21	38.44	05.07.2020	25	07:00	39.34	7.55	19.19166243	31.44	79.91865785	0.06	26.5	NA	NA	NA	water mesurements useless because cage lid was tilted	NA	08.07.2020	11:15	15:49	28	38.19	NA	NA	NA	NA	NA	NA	20.13	2.86	38.14943	20745098	2.8592	2.84	0.8996	15780	NA
6192	Live_mB1C8M	Live_mb1c8	D	7	6	1	Live	M	mB1	03.05.2020	C	10.06.2020	12:47	0	29.5	25.07	84.98305085	3.66	12.40677966	0	21.67	17.06.2020	10:07	7	33.79	24.06.2020	09:53	14	36.47	01.07.2020	10:28	21	38.61	05.07.2020	25	07:00	39.6	8.4	21.21212121	30.15	76.13636364	0.09	25.72	NA	NA	NA	NA	NA	08.07.2020	08:30	13:18	28	37.98	NA	NA	NA	NA	NA	NA	2.53	2.95	37.12771	34129353	2.9542	2.9296	0.89	15705	NA
6322	Killed_mB2C1M	Killed_mb2c1	D	3	6	1	Killed	M	mB2	29.06.2020	Tac_2	13.08.2020	16:15	0	35.73	28.29	79.17716205	6.57	18.38790932	0.35	24.13	20.08.2020	10:23	7	40.58	26.08.2020	14:22	13	42.7	03.09.2020	11:17	21	46.31	07.09.2020	25	07:00	47.3	13.18	27.86469345	33.18	70.14799154	0.21	28.55	NA	NA	NA	NA	"07.09.2020: started recording and transfer at 7:15, finished transfer at 9:30, checked all cags with position a z-axis at 9:35; accidently forgot to weigh food. Because I removed cage label immidetly --> this was not possible anymore later"	10.09.2020	07:31	12:25	28	45.86	NA	NA	NA	NA	NA	NA	5.17	2.57	43.38246	321285	2.572	2.5436	0.8544	15827	NA
6332	Killed_mB2C2M	Killed_mb2c2	C	8	3	1	Killed	M	mB2	29.06.2020	Tac_2	13.08.2020	15:55	0	33.92	27.69	81.63325472	5.58	16.4504717	0.17	23.81	20.08.2020	09:58	7	37	26.08.2020	14:34	13	38.82	03.09.2020	10:01	21	39.1	07.09.2020	25	07:00	39.67	7.09	17.87244769	31.88	80.36299471	0.33	27.25	NA	NA	NA	NA	08.09.2020: checked mice 9:05 - 9:10	10.09.2020	08:30	13:23	28	38.19	NA	NA	NA	NA	NA	NA	5.99	2.85	36.82664	250000	2.8497	2.8185	0.9532	16124	NA
6329	Killed_mB2C3M	Killed_mb2c3	D	11	4	1	Killed	M	mB2	29.06.2020	Tac_2	13.08.2020	16:25	0	32.78	27.44	83.70957901	4.48	13.66687004	0	23.43	20.08.2020	11:11	7	37.39	26.08.2020	15:35	13	39.58	03.09.2020	10:24	21	41.29	07.09.2020	25	07:00	41.65	9.04	21.70468187	31.8	76.35054022	0	27.37	NA	NA	NA	NA	09.09:2020: cheecked mice 9:25 - 9:35	10.09.2020	10:01	14:54	28	39.69	NA	NA	NA	NA	NA	NA	9.67	3.06	40.35175	375000	3.0604	3.0261	0.9262	16065	NA
6330	Killed_mB2C4M	Killed_mb2c4	D	13	15	2	Killed	M	mB2	29.06.2020	Tac_2	13.08.2020	16:26	0	31.43	26.61	84.66433344	3.86	12.28125994	0.01	22.45	20.08.2020	10:36	7	35.95	26.08.2020	14:54	13	38.3	03.09.2020	10:14	21	40.22	07.09.2020	25	07:00	41.93	8.03	19.1509659	33.34	79.51347484	0.11	28.18	NA	NA	NA	NA	NA	10.09.2020	10:30	15:26	28	40.03	NA	NA	NA	NA	NA	NA	16.54	3.2	39.96236	256410	3.1995	3.1666	0.9216	15892	NA
6326	Killed_mB2C5M	Killed_mb2c5	D	5	12	2	Killed	M	mB2	29.06.2020	Tac_2	13.08.2020	16:19	0	37.28	29.65	79.5332618	7.02	18.8304721	0.03	25.08	20.08.2020	11:23	7	40.85	26.08.2020	15:27	13	44.91	03.09.2020	10:52	21	48.84	07.09.2020	25	07:00	50.35	15.19	30.16881827	34.77	69.05660377	0.13	29.54	NA	NA	NA	NA	NA	10.09.2020	08:01	12:55	28	50.58	NA	NA	NA	NA	NA	NA	10.19	3.88	50.05839	389610	3.8793	3.8358	0.8952	15813	NA
6317	Killed_mB2C6M	Killed_mb2c6	C	10	11	2	Killed	M	mB2	29.06.2020	Tac_2	13.08.2020	16:06	0	39.05	31.43	80.4865557	6.93	17.74647887	0	26.26	20.08.2020	11:02	7	45.54	26.08.2020	15:06	13	48.91	03.09.2020	10:40	21	52.71	07.09.2020	25	07:00	54.34	15.73	28.94736842	38.04	70.00368053	0.08	32.31	NA	NA	NA	09.09.2020: pile off bedding distributed (9:05-9:25)	NA	10.09.2020	09:46	14:38	28	53.12	NA	NA	NA	NA	NA	NA	2.23	3.92	53.42659	365798	3.9267	3.8849	0.8833	15821	NA
6323	Killed_mB2C7M	Killed_mb2c7	C	14	2	1	Killed	M	mB2	29.06.2020	Tac_2	13.08.2020	15:56	0	37.87	30.15	79.61447056	6.99	18.45788223	0.06	25.37	20.08.2020	10:10	7	38.99	26.08.2020	14:44	13	42.56	03.09.2020	11:04	21	44.56	07.09.2020	25	07:00	45.22	12.22	27.02344096	32.12	71.03051747	0.06	27.28	NA	NA	NA	NA	NA	10.09.2020	10:46	15:36	28	43.21	NA	NA	NA	NA	NA	NA	1.14	3.12	43.59013	307018	3.1227	3.0958	0.8768	15925	NA
6333	Killed_mB2C8M	Killed_mb2c8	C	2	13	2	Killed	M	mB2	29.06.2020	Tac_2	13.08.2020	16:05	0	34.27	29.33	85.58505982	4.32	12.60577765	0.04	25.05	20.08.2020	10:48	7	37.68	26.08.2020	15:17	13	39.09	03.09.2020	09:51	21	41.28	07.09.2020	25	07:00	42.48	8.75	20.59792844	33.2	78.15442561	0.14	28.56	NA	NA	NA	09.09.2020: pile off bedding distributed (9:05-9:25)	NA	10.09.2020	07:15	12:11	28	40.92	NA	NA	NA	NA	NA	NA	26.36	3.11	41.10588	416667	3.1137	3.0855	0.9036	16138	NA
6318	Live_mB2C1M	Live_mb2c1	C	6	9	2	Live	M	mB2	29.06.2020	Tac_2	13.08.2020	16:24	0	35.45	29.5	83.2157969	5.23	14.75317348	0.17	24.8	20.08.2020	10:02	7	40.18	26.08.2020	14:48	13	41.93	03.09.2020	10:07	21	44.12	07.09.2020	25	07:00	44.68	10.45	23.38854073	33.9	75.87287377	0.08	28.83	NA	NA	NA	NA	NA	10.09.2020	08:15	13:06	28	43.15	NA	NA	NA	NA	NA	NA	8.88	2.85	42.99166	21983122	2.8538	2.8282	0.8582	15793	NA
6328	Live_mB2C2M	Live_mb2c2	C	16	16	2	Live	M	mB2	29.06.2020	Tac_2	13.08.2020	16:23	0	34.5	28.78	83.42028986	4.63	13.42028986	0.09	24.49	20.08.2020	10:16	7	36.86	26.08.2020	15:12	13	38.11	03.09.2020	10:47	21	39.5	07.09.2020	25	07:00	40.9	7.68	18.77750611	32.62	79.75550122	0.01	28.08	NA	NA	NA	NA	NA	10.09.2020	11:12	16:01	28	38.32	NA	NA	NA	NA	NA	NA	18.19	2.78	38.14333	21784038	2.7744	2.7501	0.9015	15898	NA
6327	Live_mB2C3M	Live_mb2c3	D	1	10	2	Live	M	mB2	29.06.2020	Tac_2	13.08.2020	16:16	0	33.22	27.4	82.48043347	4.61	13.87718242	0.37	22.75	20.08.2020	11:17	7	36.09	26.08.2020	14:39	13	37.68	03.09.2020	11:22	21	38.95	07.09.2020	25	07:00	38.9	8.04	20.66838046	29.84	76.70951157	0.1	25.94	NA	NA	NA	NA	NA	10.09.2020	07:01	12:03	28	37.41	NA	NA	NA	NA	NA	NA	8.71	2.63	38.2542	17488584	2.623	2.6046	0.9061	16137	NA
6335	Live_mB2C4M	Live_mb2c4	D	15	1	1	Live	M	mB2	29.06.2020	Tac_2	13.08.2020	16:13	0	30.36	25.31	83.36627141	4.22	13.89986825	0	21.78	20.08.2020	11:07	7	34.52	26.08.2020	15:22	13	36.48	03.09.2020	10:30	21	38.39	07.09.2020	25	07:00	38.93	6.68	17.15900334	31.54	81.01721038	0.01	27.13	NA	NA	NA	NA	NA	10.09.2020	10:59	15:52	28	37.64	NA	NA	NA	NA	NA	NA	3.37	3.2	37.70889	10694444	3.2059	3.178	0.8784	16048	NA
6324	Live_mB2C5M	Live_mb2c5	D	7	8	1	Live	M	mB2	29.06.2020	Tac_2	13.08.2020	16:07	0	37.75	29.78	78.88741722	7.28	19.28476821	0.09	25.49	20.08.2020	11:30	7	40.5	26.08.2020	14:30	13	43.59	03.09.2020	10:20	21	45.19	07.09.2020	25	07:00	45.06	12.12	26.89747004	32.5	72.12605415	0.17	28.06	NA	NA	NA	NA	NA	10.09.2020	08:30	13:40	28	44.57	NA	NA	NA	NA	NA	NA	14.13	3.15	44.25381	46708333	3.1508	3.1258	0.9113	15804	NA
6334	Live_mB2C6M	Live_mb2c6	D	9	14	2	Live	M	mB2	29.06.2020	Tac_2	13.08.2020	16:03	0	38.4	31.32	81.5625	6.16	16.04166667	0.13	26.85	20.08.2020	10:54	7	42.16	26.08.2020	14:17	13	43.91	03.09.2020	10:59	21	45.68	07.09.2020	25	07:00	46.36	10.24	22.0880069	34.67	74.78429681	0.03	30.01	NA	NA	NA	NA	NA	10.09.2020	09:31	14:30	28	45.43	NA	NA	NA	NA	NA	NA	22.81	2.97	45.43988	20666667	2.9636	2.9383	0.9079	15770	NA
6325	Live_mB2C7M	Live_mb2c7	C	4	5	1	Live	M	mB2	29.06.2020	Tac_2	13.08.2020	16:00	0	37.93	30.84	81.30767203	5.26	13.86765094	0.12	26.08	20.08.2020	10:43	7	39.83	26.08.2020	15:31	13	41.48	03.09.2020	09:55	21	44.42	07.09.2020	25	07:00	44.2	8.62	19.50226244	34.9	78.95927602	0.31	30.22	NA	NA	NA	09.09.2020: pile off bedding distributed (9:05-9:25)	NA	10.09.2020	07:45	12:37	28	42.68	NA	NA	NA	NA	NA	NA	13.51	2.57	43.28081	31965812	2.5725	2.5526	0.9196	15940	NA
6320	Live_mB2C8M	Live_mb2c8	C	12	7	1	Live	M	mB2	29.06.2020	Tac_2	13.08.2020	15:59	0	36.47	29.56	81.05292021	6.22	17.05511379	0.15	24.63	20.08.2020	10:30	7	40.49	26.08.2020	15:01	13	42.39	03.09.2020	11:11	21	44.86	07.09.2020	25	07:00	45.22	10.93	24.17072092	33.77	74.67934542	0.03	29.14	NA	NA	NA	09.09.2020: pile off bedding distributed (9:05-9:25)	NA	10.09.2020	10:15	15:10	28	44.71	NA	NA	NA	NA	NA	NA	1.63	2.93	44.74943	23037975	2.9255	2.9063	0.8845	15755	NA
6343	Killed_mB3C1M	Killed_mb3c1	D	3	5	1	Killed	M	mB3	20.07.2020	Tac_3	28.08.2020	14:38	0	28.03	24.22	86.40742062	2.37	8.455226543	0.29	21.07	03.09.2020	12:32	6	35.72	11.09.2020	10:51	14	38.9	18.09.2020	10:42	21	38.96	22.09.2020	25	07:00	40.2	6.55	16.29353234	32.49	80.82089552	0.45	28.44	NA	NA	NA	NA	"22.09.2020: strated transfer 07:12, finished transfer 09:14; checked all cages 09:18; 9:57 checked cage 5 because of weird RER"	25.09.2020	07:30	12:29	28	38.57	NA	NA	NA	NA	NA	NA	6.92	2.59	38.05901	213675	2.5894	2.5827	0.879	15568	NA
6356	Killed_mB3C2M	Killed_mb3c2	D	15	3	1	Killed	M	mB3	13.07.2020	Tac_3	28.08.2020	14:37	0	32.54	25.73	79.07191149	5.54	17.02519975	0.09	22.16	03.09.2020	12:05	6	36.05	11.09.2020	09:37	14	39.47	18.09.2020	10:28	21	41.7	22.09.2020	25	07:00	42.3	8.99	21.25295508	32.67	77.23404255	0.06	28.1	NA	NA	NA	NA	23.09.2020:checked mice 9:40 - 9:45 - all fine	25.09.2020	10:56	16:03	28	41.54	NA	NA	NA	NA	NA	NA	2.67	2.66	41.58591	798122	2.659	2.6472	0.8717	15228	NA
6347	Killed_mB3C3M	Killed_mb3c3	C	8	7	1	Killed	M	mB3	20.07.2020	Tac_3	28.08.2020	14:32	0	26.26	21.57	82.14013709	3.51	13.36633663	0	18.74	03.09.2020	13:05	6	30.39	11.09.2020	09:23	14	33.44	18.09.2020	10:15	21	34.21	22.09.2020	25	07:00	35.09	8.27	23.56796808	26.61	75.83357082	0	22.53	NA	NA	NA	NA	24.09.2020:chcked mice 11:05 - 11:10 - all fine	25.09.2020	08:45	13:49	28	34.25	NA	NA	NA	NA	NA	NA	25.45	2.7	34.3667	666667	2.6965	2.6926	0.8706	15329	NA
6351	Killed_mB3C4M	Killed_mb3c4	C	14	13	2	Killed	M	mB3	13.07.2020	Tac_3	28.08.2020	14:28	0	34.24	28.02	81.83411215	5.6	16.35514019	0.07	23.41	03.09.2020	12:54	6	38.54	11.09.2020	10:05	14	43.09	18.09.2020	11:15	21	44.63	22.09.2020	25	07:00	45.76	9.81	21.43793706	35.15	76.81381119	0.04	30.25	NA	NA	NA	NA	NA	25.09.2020	10:45	15:48	28	43.65	NA	NA	NA	NA	NA	NA	1.51	3.23	44.30963	266667	3.2247	3.2178	0.8811	14966	NA
6340	Killed_mB3C5M	Killed_mb3c5	C	2	11	2	Killed	M	mB3	13.07.2020	Tac_3	28.08.2020	14:17	0	31.96	25.84	80.85106383	5.24	16.39549437	0	21.56	03.09.2020	11:52	6	39.45	11.09.2020	10:18	14	42.53	18.09.2020	09:50	21	44.05	22.09.2020	25	07:00	43.99	9.84	22.36872016	33.23	75.53989543	0.22	28.63	NA	NA	NA	NA	NA	25.09.2020	07:15	12:15	28	43.23	NA	NA	NA	NA	NA	NA	10.21	3.25	43.65137	509259	3.2478	3.2282	0.909	15311	NA
